id,EC1,EC2
14838,0.32950047143231576,0.6562713572859868
14839,0.34741365926138473,0.6566100920430962
14840,0.34519190856381243,0.6563160266499196
14841,0.34423320837313875,0.6566918836090258
14842,0.43294297838371637,0.656462132158467
14843,0.30481020104537265,0.6565227653476924
14844,0.3353371799877257,0.6564550098752839
14845,0.3431234206759524,0.6565844572448224
14846,0.3430619008248178,0.656281833463222
14847,0.3421989325163599,0.6566793235587264
14848,0.3449730668379297,0.6564548184027864
14849,0.3449730668379297,0.6565384822627592
14850,0.34501763257300927,0.656281833463222
14851,0.32567415795570565,0.656836065928918
14852,0.3215499123034514,0.6566206036409571
14853,0.3353643558994793,0.6564550770969436
14854,0.34353641577031974,0.6562950006807984
14855,0.34287739373924303,0.6563425526873455
14856,0.3455071895004418,0.6563073977594858
14857,0.34362733522776595,0.6564626706887966
14858,0.3296435215993889,0.6557944192424636
14859,0.344234711820699,0.656281833463222
14860,0.3415875282164483,0.6564554058426761
14861,0.34828307371813066,0.656545716307581
14862,0.34274190888338024,0.6564840151933532
14863,0.3434229531499554,0.6566057372858973
14864,0.3472430000113493,0.656281833463222
14865,0.3390444069794466,0.6558138076997543
14866,0.343290438010649,0.6564662836276283
14867,0.33525261800512335,0.6564891529290813
14868,0.34684188179100606,0.6564658331354929
14869,0.3448539615045082,0.6564086620042751
14870,0.34675299931461767,0.6563160266499196
14871,0.34534299607032515,0.6564915340749257
14872,0.3410134665507944,0.656281833463222
14873,0.3427005001698161,0.6563328726375122
14874,0.3414016237263933,0.6558030992123366
14875,0.3400033315240555,0.6557851045713915
14876,0.32973405036120945,0.6564748116345334
14877,0.34398322942812104,0.6562696426355832
14878,0.33586288078407195,0.6566116587689261
14879,0.34394965541701633,0.6566057372858973
14880,0.34206161765661447,0.656281833463222
14881,0.34534299607032515,0.6565160991271588
14882,0.344316133703774,0.6562705638647884
14883,0.3452128906657344,0.656587659743373
14884,0.3502807220586821,0.6566284792215321
14885,0.3458692834734992,0.6564757531541696
14886,0.30546874351332065,0.6564626706887966
14887,0.35018425842658807,0.6564952411772461
14888,0.34901060767744585,0.6562566605500543
14889,0.3455560543343381,0.6562696426355832
14890,0.31764070485947987,0.6555583247475175
14891,0.3460490961061769,0.6565160991271588
14892,0.34656935997651905,0.6565160991271588
14893,0.34953288070622246,0.656545716307581
14894,0.3271978727102682,0.6565592921578016
14895,0.34043223165298664,0.6597935404744729
14896,0.3424303316744964,0.6562600344409835
14897,0.46165574347368726,0.30578093996663047
14898,0.3449730668379297,0.6565160991271588
14899,0.3352861719978367,0.656281833463222
14900,0.30900917357832686,0.6794423717488278
14901,0.3355058139952114,0.6564564595135411
14902,0.3191364837954182,0.6564741223402114
14903,0.3447845907039328,0.6563328726375122
14904,0.3326991786215679,0.6564897256419896
14905,0.3414950542351375,0.655812432661197
14906,0.3360062320686787,0.6566105632331526
14907,0.3366392591351469,0.6692400536787481
14908,0.34119079958166204,0.6565404692204073
14909,0.34727079744356554,0.6565160991271588
14910,0.34608285453511606,0.656827819196062
14911,0.34382819316160834,0.656281833463222
14912,0.3441957240455715,0.656281833463222
14913,0.31241962882614455,0.656462132158467
14914,0.34822958365470974,0.6564935361517534
14915,0.3321110311646962,0.6564891529290813
14916,0.33866308412496715,0.6750157466120124
14917,0.3405809053007761,0.6564715251557122
14918,0.3445900936092707,0.6565031306232283
14919,0.340532377402493,0.656281833463222
14920,0.34596264316693187,0.6564922389712179
14921,0.33040428904958924,0.6564757531541696
14922,0.33088901776971313,0.6564952411772461
14923,0.31146595021385703,0.6566539057397588
14924,0.3371193111688342,0.6562542086093689
14925,0.34876602726833095,0.656590378226901
14926,0.32246117316645234,0.6562600344409835
14927,0.34739917077427296,0.6564564595135411
14928,0.34637763735033134,0.6557944192424636
14929,0.34571292530272063,0.6565592921578016
14930,0.34777839871510063,0.656281833463222
14931,0.3444213683545844,0.6563125842595405
14932,0.3451295540855477,0.6562496100424633
14933,0.34429389803036586,0.6563160266499196
14934,0.3178410776651166,0.656459187689862
14935,0.33223044223737447,0.6565384822627592
14936,0.32765896848644566,0.656836065928918
14937,0.33378709466983675,0.6562675838083712
14938,0.3235293080576222,0.6562622972709796
14939,0.34608285453511606,0.656482514398405
14940,0.303541920725819,0.6564549363790464
14941,0.34571292530272063,0.6565160991271588
14942,0.3361857370702396,0.6557851045713915
14943,0.3324455752687008,0.6566105632331526
14944,0.3399174704204952,0.6564579130627031
14945,0.328070857046614,0.6564743266718089
14946,0.33187222708866926,0.6564728129186587
14947,0.34912102900944086,0.6565973701041737
14948,0.34571292530272063,0.6564550770969436
14949,0.3362659061623794,0.656281833463222
14950,0.34608285453511606,0.6564579963248651
14951,0.3439600428138987,0.6566057372858973
14952,0.33580613654577207,0.6564967096536708
14953,0.3449730668379297,0.6565973701041737
14954,0.34359942307505914,0.6563097577034662
14955,0.30763398388479507,0.6564846113909368
14956,0.33962718359110045,0.6557820941465234
14957,0.3435488181992535,0.6562605233432774
14958,0.3445487522623096,0.6565592921578016
14959,0.34248388915624833,0.6564658331354929
14960,0.34138713078251876,0.6565575495340141
14961,0.34608285453511606,0.656836065928918
14962,0.3189837087684662,0.6564658331354929
14963,0.34699761641443183,0.6564547933328636
14964,0.3353242384638947,0.6554347555922152
14965,0.3373715232795666,0.65580464191124
14966,0.3263927462045642,0.6562591533084413
14967,0.3424869065170044,0.6564757531541696
14968,0.4339461907093604,0.6564550098752839
14969,0.34312674250692116,0.6562685609088567
14970,0.3356128701594481,0.6562705638647884
14971,0.33863435142607257,0.6564757531541696
14972,0.34410785023080365,0.656281833463222
14973,0.3449730668379297,0.6565597150426393
14974,0.34761694446755553,0.6564677156186345
14975,0.3446547083060285,0.6563425526873455
